description,val_return,val_sortino,val_wr,robust_score,gpu_id,elapsed_s,job_id,timestamp
c70_tp05_slip5_s901,-0.2561,0.21,0.5345,-0.2561,0,373,00000385,2026-03-25T12:14:35
c70_tp05_slip5_s902,0.565,11.05,0.5172,0.565,0,381,00000386,2026-03-25T12:20:56
c70_tp05_slip5_s903,0.7593,10.99,0.4868,0.7593,0,370,00000387,2026-03-25T12:27:06
c70_tp05_slip5_s904,2.0514,18.92,0.618,2.0514,0,370,00000388,2026-03-25T12:33:17
c70_tp05_slip5_s905,-0.6061,-4.55,0.4231,-0.6061,0,369,00000389,2026-03-25T12:39:26
c70_tp05_slip5_s906,0.1043,7.74,0.5205,0.1043,0,400,0000038a,2026-03-25T12:46:06
c70_tp05_slip5_s907,0.3797,10.56,0.4615,0.3797,0,398,0000038b,2026-03-25T12:52:44
c70_tp05_slip5_s908,1.3958,16.0,0.5165,1.3958,0,390,0000038c,2026-03-25T12:59:14
c70_tp05_slip5_s909,-0.4112,2.57,0.6667,-0.4112,0,385,0000038d,2026-03-25T13:05:40
c70_tp05_slip5_s910,-0.581,-3.9,0.5588,-0.581,0,380,0000038e,2026-03-25T13:12:00
c70_tp05_slip5_s911,0.0782,7.98,0.5699,0.0782,0,379,0000038f,2026-03-25T13:18:19
c70_tp05_slip5_s912,-0.6393,-1.86,0.4286,-0.6393,0,389,00000390,2026-03-25T13:24:48
c70_tp05_slip5_s913,0.2874,7.85,0.6296,0.2874,0,375,00000391,2026-03-25T13:31:03
c70_tp05_slip5_s914,3.5933,22.95,0.5833,3.5933,0,408,00000392,2026-03-25T14:53:45
c70_tp05_slip5_s915,4.3862,22.79,0.6279,4.3862,0,403,00000393,2026-03-25T15:00:28
c70_tp05_slip5_s916,-0.6822,-7.18,0.4248,-0.6822,0,410,00000394,2026-03-25T15:07:18
c70_tp05_slip5_s918,-0.0767,6.13,0.5115,-0.0767,0,403,00000396,2026-03-25T15:23:47
c70_tp05_slip5_s919,-0.5427,1.54,0.3333,-0.5427,0,375,00000397,2026-03-25T15:30:03
c70_tp05_slip5_s920,1.5972,14.44,0.6404,1.5972,0,398,00000398,2026-03-25T15:36:41
c70_tp05_slip5_s921,5.7603,22.93,0.5893,5.7603,0,382,00000399,2026-03-25T15:43:03
c70_tp05_slip5_s922,0.9197,11.43,0.4878,0.9197,0,360,0000039a,2026-03-25T15:49:02
c70_tp05_slip5_s923,-0.4567,-3.67,0.4531,-0.4567,0,373,0000039b,2026-03-25T15:55:15
c70_tp05_slip5_s924,1.8851,16.31,0.6286,1.8851,0,377,0000039c,2026-03-25T16:01:33
c70_tp05_slip5_s925,0.0911,6.73,0.75,0.0911,0,219,0000039d,2026-03-25T16:05:12
c70_tp05_slip5_s926,-0.7138,-9.46,0.0,-0.7138,0,408,0000039e,2026-03-25T16:12:00
c70_tp05_slip5_s927,0.085,7.24,0.619,0.085,0,387,0000039f,2026-03-25T16:18:28
c70_tp05_slip5_s928,2.3708,23.94,0.5424,2.3708,0,376,000003a0,2026-03-25T16:24:44
c70_tp05_slip5_s929,0.3607,7.84,0.5965,0.3607,0,389,000003a1,2026-03-25T16:31:13
c70_tp05_slip5_s930,-0.7178,-7.57,0.4435,-0.7178,0,389,000003a2,2026-03-25T16:37:42
c70_tp05_slip5_s931,2.486,19.05,0.6078,2.486,0,376,000003a3,2026-03-25T16:43:59
c70_tp05_slip5_s932,3.7821,23.62,0.6234,3.7821,0,385,000003a4,2026-03-25T16:50:24
c70_tp05_slip5_s933,-0.5966,-7.06,0.5089,-0.5966,0,364,000003a5,2026-03-25T16:56:28
c70_tp05_slip5_s934,1.1858,14.07,0.5652,1.1858,0,379,000003a6,2026-03-25T17:02:47
c70_tp05_slip5_s935,-0.4282,-1.09,0.5413,-0.4282,0,399,000003a7,2026-03-25T17:09:26
c70_tp05_slip5_s936,1.7063,16.46,0.5248,1.7063,0,372,000003a8,2026-03-25T17:15:38
