description,val_return,val_sortino,val_wr,robust_score,gpu_id,elapsed_s,job_id,timestamp
c70_tp05_slip5_s121,-0.1384,-0.03,0.5123,-0.1384,0,316,d664ed4b,2026-03-25T05:51:42
c70_tp05_slip5_s122,1.308,2.64,0.5566,1.308,0,307,99da5c97,2026-03-25T05:56:49
c70_tp05_slip5_s123,6.6551,5.95,0.6725,6.6551,0,326,e0bc7b75,2026-03-25T06:02:15
c70_tp05_slip5_s124,-0.3879,-0.24,0.5077,-0.3879,0,314,eaece3eb,2026-03-25T06:07:30
c70_tp05_slip5_s125,-0.1676,0.83,0.5534,-0.1676,0,314,2106c8c8,2026-03-25T06:12:44
c70_tp05_slip5_s126,1.4089,3.07,0.5457,1.4089,0,308,3ca7d3a4,2026-03-25T06:17:51
c70_tp05_slip5_s127,0.0567,1.33,0.5465,0.0567,0,313,9fe6c3e9,2026-03-25T06:23:05
c70_tp05_slip5_s128,1.2463,3.56,0.5496,1.2463,0,305,e4b9e186,2026-03-25T06:28:10
c70_tp05_slip5_s129,1.3502,2.57,0.4992,1.3502,0,305,c36d1ab5,2026-03-25T06:33:15
c70_tp05_slip5_s130,0.6734,2.91,0.5546,0.6734,0,307,9f19d892,2026-03-25T06:38:22
c70_tp05_slip5_s131,0.6988,2.77,0.5728,0.6988,0,306,8fdf571f,2026-03-25T06:43:28
c70_tp05_slip5_s132,1.0534,2.8,0.5971,1.0534,0,307,5bf88e9b,2026-03-25T06:48:34
c70_tp05_slip5_s133,1.1595,2.92,0.5509,1.1595,0,310,f5783563,2026-03-25T06:53:45
c70_tp05_slip5_s134,0.9881,2.86,0.6276,0.9881,0,306,723962bc,2026-03-25T06:58:51
c70_tp05_slip5_s135,-0.4206,-0.97,0.4545,-0.4206,0,314,94f94a54,2026-03-25T07:04:05
c70_tp05_slip5_s136,1.2476,3.33,0.5382,1.2476,0,323,f358480c,2026-03-25T07:09:28
c70_tp05_slip5_s137,-0.016,1.03,0.5281,-0.016,0,308,a1b57ad5,2026-03-25T07:14:36
c70_tp05_slip5_s138,5.3514,5.68,0.642,5.3514,0,322,5925ea1d,2026-03-25T07:19:58
c70_tp05_slip5_s139,0.4539,2.2,0.6073,0.4539,0,305,63d8a237,2026-03-25T07:25:03
c70_tp05_slip5_s140,0.8777,2.64,0.5815,0.8777,0,306,f8d553e3,2026-03-25T07:30:09
c70_tp05_slip5_s141,0.2831,1.42,0.5075,0.2831,0,305,ecb54de1,2026-03-25T07:35:13
c70_tp05_slip5_s142,-0.0216,1.2,0.4852,-0.0216,0,313,8cce284a,2026-03-25T07:40:27
